"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0,0.0508907094685389,0.102738170805816,0.0999854683302318,0.101554476087667,0.0527127829933028,0.109499108499406,0.0935380056516543,0.0552548694431749,0.0865925748502695,0.0863509378595302,0.0385166097873693,0.121603815589549,0.107539889655574,0.134529678184431
"2",0,0.136110198445756,0.16581848684773,0.164433972198089,0.166719727515893,0.133217085286364,0.161491878567601,0.172995758545635,0.142173980767416,0.138350238657204,0.122918124897287,0.11785680955072,0.167617702819316,0.1771362410356,0.175963975094041
"3",0,0.0664501724533056,0.10630394910159,0.104001866960088,0.105797817566934,0.0806545090710883,0.112981619994318,0.0723278289848019,0.0644909536094734,0.0659603677423475,0.0633480759505714,0.055511200575243,0.101389575168311,0.107920304647752,0.0950221139258571
"4",0,0.0388955961824731,0.0735615246005274,0.0519825658033829,0.074067656135184,0.0384629353544602,0.0773809809195189,0.069779824061339,0.0420405505974161,0.0682583681779256,0.0661583304796931,0.0305311603163836,0.0909118360597343,0.0738125495148934,0.0985425852858679
"5",0,0.219406387591278,0.243387226239783,0.24576114640556,0.258541783996824,0.240536562822007,0.241222289417348,0.229584529484986,0.23245151972646,0.230766591520764,0.233166634604459,0.237872025194396,0.271358340600226,0.262038989633065,0.248977530674184
"6",0,0.2569613474628,0.363781224193266,0.336567674452438,0.386570204711773,0.191536499537766,0.332038613558446,0.423641890601816,0.268419512334478,0.373515276482372,0.400412085843447,0.184581272642162,0.376176548745244,0.336045216094083,0.440990773463949
"7",0,0.145801800993246,0.248288538714103,0.257970345167373,0.2697942308899,0.159741643067111,0.280958512935003,0.192849176163134,0.144946275431439,0.189234417396264,0.179699552356281,0.133285657945898,0.279747062616567,0.26944810222749,0.24120269722891
"8",0,0.0413395176048574,0.108916240893366,0.0960017233477731,0.093389431555997,0.0502376365205949,0.121732797496768,0.0666134406902916,0.0372904653276044,0.0570295951792128,0.0560499857572968,0.0355271683681555,0.117291901450749,0.11401020988733,0.119708271358142
"9",0,0.0857321512413532,0.163594773459981,0.155855859026844,0.148802671189048,0.090156720463674,0.163904983110254,0.107691729115971,0.0887362868018958,0.1155286044913,0.100491599864888,0.0838545665160141,0.161537593673957,0.148737363894254,0.140524971573858
"10",0,0.154343995152354,0.256154802372089,0.253353119425409,0.240899018308116,0.139209029583751,0.254753960898749,0.1741027171924,0.140779670023556,0.186883354783665,0.158295086487415,0.131404807855819,0.279606651932759,0.247116272772543,0.231746200942681
"11",0,0.0433346554608264,0.0540679093602867,0.0582932913334846,0.0590900403299763,0.0403337852650236,0.0460579696537531,0.0631717462546265,0.056957757154939,0.0954857957188974,0.0895656894457847,0.0190468725267878,0.0965731621772242,0.0459665394410409,0.0924032914046015
"12",0,0.0892130300538949,0.216007142897229,0.203784882676457,0.199797872329258,0.108220718203806,0.206495135410424,0.111988949113443,0.0731866199113483,0.105053314406277,0.113902452850919,0.0742935785581134,0.190945468519877,0.208601295667544,0.191618133656259
"13",0,0.078522225896051,0.144423817073084,0.1309345953333,0.140322518959995,0.0512890839667848,0.137034296667097,0.145935680947574,0.0754397215817552,0.110702395405993,0.110849336819281,0.0445624326029612,0.149922691294772,0.124958977859612,0.158445293265442
"14",0,0.0451012177850151,0.071602918012584,0.0607423148882747,0.0762723895903838,0.0397035698702576,0.0584892132178678,0.0496857898795822,0.0398962263899011,0.0403697042771605,0.0376561861784531,0.0364480012247566,0.0785907985555852,0.0571667404982811,0.0597333171837012
"15",0,0.0331271252844612,0.0604745549796176,0.0662379237452237,0.0788585584642422,0.0320985353914493,0.0800504165942401,0.0917240955387397,0.0465641011884097,0.0903363155243586,0.082466786501633,0.00633480759505714,0.0950547675732543,0.0536336158499039,0.114385726832398
"16",0,0.0553381362440378,0.0685530673456854,0.0483567864305161,0.0859313384904761,0.0676648881364815,0.0794463241173919,0.0722363987720897,0.0606117002986859,0.0953911001414455,0.091172248897727,0.0382439518316027,0.0994858675250546,0.0746495033147429,0.0971315395477163
"17",0,0.0785385527197496,0.13921229494849,0.136707760193125,0.133984446000198,0.0687359277711097,0.151483535640359,0.13653143049718,0.0813271742074707,0.10841010935871,0.108808483856956,0.0381100718772742,0.153707249028108,0.132534624055762,0.152335795837426
"18",0,0.084906013962204,0.127120649317306,0.103747168510389,0.121628305825097,0.103551246626006,0.138180439690739,0.122196479289808,0.0794071397405152,0.140691505175583,0.129491304118343,0.071521283894091,0.149005123802911,0.136054687245181,0.156283621807747
"19",0,0.0469722717808747,0.115920448260066,0.111218323034869,0.108557050771997,0.0179758328921596,0.106859061107343,0.14318624383673,0.0303352384320004,0.0599847502686596,0.0620256032309847,0.0143512780310702,0.116671482150202,0.0954629381657193,0.152819069818904
"20",0,0.127499431627114,0.241875362365293,0.19615699064447,0.233182961428157,0.122265051949342,0.258806278540742,0.194312059566528,0.11798089341083,0.198279477725288,0.179408934894446,0.106509667080193,0.254182522069298,0.238322645528477,0.240863099295979
"21",0,0.0508907094685389,0.102738170805816,0.0999854683302318,0.101554476087667,0.0527127829933028,0.109499108499406,0.0935380056516543,0.0552548694431749,0.0865925748502695,0.0863509378595302,0.0385166097873693,0.121603815589549,0.107539889655574,0.134529678184431
"22",0,0.0584663556646897,0.159545721182728,0.160541657428342,0.133275861851679,0.0693236934242593,0.172247990020239,0.115104107075136,0.0546458789192171,0.104426364376251,0.0999854683302318,0.051951953008948,0.170076522468325,0.164574382881897,0.183660439785561
"23",0,0.111179138657993,0.245578285980135,0.211491143462196,0.237457323872451,0.101902237432448,0.25847974206677,0.273474296951565,0.119195609094006,0.183425333524301,0.174050471356565,0.080856961684951,0.287028825986143,0.259426697841288,0.306212843831999
