"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0,0.315497007941836,0.636925400120242,0.619860018169972,0.629587083445304,0.326792954713189,0.67883984060427,0.57988896637779,0.342552622386126,0.536830760674082,0.535332731890784,0.238783763694445,0.753882985194606,0.666693661280234,0.834016884217442
"2",0,0.0533388423990943,0.0649809216195669,0.0644383582441569,0.0653340996658244,0.0522050896853837,0.0632854110714106,0.0677935496836028,0.0557151164277179,0.0542166689923284,0.0481691347654705,0.0461857073317782,0.0656859980814795,0.0694161212874233,0.0689567339011682
"3",0,0.320770931325615,0.513154676624343,0.502041973598075,0.510711458228497,0.389338673402589,0.545389396750185,0.349143790116087,0.311313311728791,0.318406526426409,0.305796366963977,0.267965888576681,0.489431814135643,0.520957212791723,0.458694550445965
"4",0,0.241133290257438,0.4560447506721,0.32226597246096,0.459182513664143,0.238451008990047,0.479723474218906,0.432600094122685,0.260630438526542,0.423167826741363,0.410148640778412,0.189277961132895,0.56360802517553,0.457600979897993,0.610914863188624
"5",0,1.36021013523438,1.50887937016058,1.52359649077487,1.602830067232,1.49120667924411,1.49545784200752,1.42330953682275,1.44108344590025,1.43063773168158,1.44551680135353,1.47468787536342,1.6822863236434,1.6245109973254,1.5435364684985
"6",0,0.100697970993257,0.142558526888983,0.131894085448731,0.151489068863008,0.0750592922439285,0.130119237803227,0.166016715091853,0.105188194777016,0.146373105714685,0.156913422986506,0.0723336790608546,0.147416004655626,0.13168934455235,0.172815392482309
"7",0,0.903898421662554,1.53926506210288,1.59928743159582,1.67258962381638,0.99031848755307,1.74180260233118,1.19556867449707,0.898594590024392,1.17315897364423,1.11404756760058,0.826304579414171,1.73429221478248,1.67044379880247,1.49533638021428
"8",0,0.25628438373716,0.675226352255369,0.595162786877765,0.578967881112384,0.31144828150049,0.754682608666772,0.412970097017225,0.231182279800819,0.353555036490482,0.347481946828464,0.220250718409187,0.727151268865623,0.706806418497863,0.742131556698601
"9",0,0.0335967014655428,0.0641094931793447,0.061076768651699,0.0583127665505536,0.0353306009317706,0.064231058086571,0.0422022172665626,0.0347739616197344,0.0452733307122797,0.03938063178831,0.0328609138691731,0.0633033258998439,0.058287173938506,0.0550689029735149
"10",0,0.0604842996827961,0.100381902234468,0.0992839791776246,0.0944034680601392,0.0545532118407549,0.0998329407060465,0.0682273444578104,0.0551687141605007,0.073235818635534,0.0620326527116785,0.0514948947010616,0.109572209220777,0.0968398847270747,0.0908166634816621
"11",0,0.26865324301547,0.335194062078981,0.361389322154485,0.366328768412926,0.250049345017488,0.28553643227588,0.391633308671335,0.353109676581934,0.591964292989102,0.555262587798307,0.118081106661837,0.598705422513942,0.284969610574092,0.572854304185952
"12",0,0.55307627551998,1.33913651410718,1.2633645987574,1.23864712383299,0.670914458595336,1.28016681348898,0.694275610161899,0.453720528649366,0.651278135354811,0.706138378635041,0.460583119967446,1.18376663692055,1.29322395626232,1.18793682515514
"13",0,0.486798623675157,0.895355608871315,0.811729164225327,0.869929606819667,0.317966731071056,0.849544269187493,0.90472841058303,0.467688634872007,0.686299619072449,0.687210582521751,0.276264848725199,0.929445885507443,0.774683317287017,0.982281765567
"14",0,0.279605048039309,0.443902367029103,0.37657204630953,0.472850761084722,0.24614232400159,0.362603940086889,0.308027107657554,0.247336698301787,0.250272024971762,0.233449566607972,0.225959422691483,0.487223739951498,0.354405269043164,0.370316763957652
"15",0,0.205371648737242,0.374912068468579,0.410642079313451,0.48888371779245,0.198994904592123,0.496272643547905,0.568643628686953,0.288674195267923,0.560040084999094,0.511252931380883,0.0392726464810498,0.589292133537814,0.332501658995486,0.709134436201637
"16",0,0.343068835007397,0.42499481454802,0.299787949349416,0.53273142515222,0.419488546587791,0.492527571589661,0.447829631677208,0.375762301021261,0.591377227655107,0.565222454844016,0.237093420405183,0.616762742442343,0.462789675877979,0.602167083621293
"17",0,0.486899841836191,0.86304677186938,0.84751990596682,0.83063671670641,0.426128457951597,0.939122341702258,0.846426749827657,0.504187903740735,0.672088589263327,0.674558312392547,0.236263431484707,0.95290825523504,0.821648544006623,0.944405929708214
"18",0,0.526374924639308,0.788084601807871,0.643180682472121,0.754034812436156,0.641966064539717,0.856649784092054,0.757557204440127,0.49228464800318,0.872217137259027,0.802781478789954,0.443396276223935,0.923757424857353,0.843471179525475,0.968880481046147
"19",0,0.291204649293764,0.718648943338798,0.689498112961112,0.672999552712629,0.11144119529803,0.662472863965131,0.887683272264966,0.188063343200491,0.37187552363757,0.384527793766774,0.0889707635485639,0.723304978746345,0.591822587563655,0.94740198727481
